1732980480.000,2.000,64
1732980480.000,3.000,64
1732980480.000,4.000,64
1732980480.000,5.000,64
1732980480.000,6.000,64
1732980480.000,7.000,64
1732980480.000,8.000,64
1732980480.000,9.000,64
1732980480.000,10.000,64
1732980480.000,11.000,64
1732980480.000,12.000,64
1732980480.000,13.000,64
1732980480.000,14.000,64
1732980480.000,15.000,64
1732980480.000,16.000,64
1732980480.000,17.000,64
1732980480.000,18.000,64
1732980480.000,19.000,64
1732980480.000,20.000,64
1732980480.000,21.000,64
1732980480.000,22.000,64
1732980480.000,23.000,64
1732980480.000,24.000,64
1732980480.000,25.000,64
1732980480.000,26.000,64
1732980480.000,27.000,64
1732980480.000,28.000,64
1732980480.000,29.000,64
1732980480.000,30.000,64
1732980480.000,31.000,64
1732980480.000,32.000,64
1732980480.000,33.000,64
1732980480.000,34.000,64
1732980480.000,35.000,64
1732980480.000,36.000,64
1732980480.000,37.000,64
1732980480.000,38.000,64
1732980480.000,39.000,64
1732980480.000,40.000,64
1732980480.000,41.000,64
1732980480.000,42.000,64
1732980480.000,43.000,64
1732980480.000,44.000,64
1732980480.000,45.000,64
1732980480.000,46.000,64
1732980480.000,47.000,64
1732980480.000,48.000,64
1732980480.000,49.000,64
1732980480.000,50.000,64
1732980480.000,51.000,64
1732980480.000,52.000,64
1732980480.000,53.000,64
1732980480.000,54.000,64
1732980480.000,55.000,64
1732980480.000,56.000,64
1732980480.000,57.000,64
1732980480.000,58.000,64
1732980480.000,59.000,64
1732980480.000,60.000,64
1732980480.000,61.000,64
1732980480.000,62.000,64
1732980480.000,63.000,64
1732980480.000,64.000,64
1732980480.000,64.016,64
1732980480.000,64.031,64
1732980480.000,64.047,64
1732980480.000,64.062,64
1732980480.000,64.078,64
1732980480.000,64.094,64
1732980480.000,64.109,64
1732980480.000,64.125,64
1732980480.000,64.141,64
1732980480.000,64.156,64
1732980480.000,64.172,64
1732980480.000,64.187,64
1732980480.000,64.203,64
1732980480.000,64.218,64
1732980480.000,64.234,64
1732980480.000,64.250,64
1732980480.000,64.265,64
1732980480.000,64.281,64
1732980480.000,64.296,64
1732980480.000,64.312,64
1732980480.000,64.327,64
1732980480.000,64.343,64
1732980480.000,64.358,64
1732980480.000,64.374,64
1732980480.000,64.390,64
1732980480.000,64.405,64
1732980480.000,64.421,64
1732980480.000,64.436,64
1732980480.000,64.452,64
1732980480.000,64.467,64
1732980480.000,64.483,64
1732980480.000,64.498,64
1732980480.000,64.514,64
1732980480.000,64.529,64
1732980480.000,64.545,64
1732980480.000,64.560,64
1732980480.000,64.576,64
1732980480.000,64.591,64
1732980480.000,64.607,64
1732980480.000,64.622,64
1732980480.000,64.638,64
1732980480.000,64.653,64
1732980480.000,64.669,64
1732980480.000,64.684,64
1732980480.000,64.699,64
1732980480.000,64.715,64
1732980480.000,64.730,64
1732980480.000,64.746,64
1732980480.000,64.761,64
1732980480.000,64.777,64
1732980480.000,64.792,64
1732980480.000,64.808,64
1732980480.000,64.823,64
1732980480.000,64.838,64
1732980480.000,64.854,64
1732980480.000,64.869,64
1732980480.000,64.885,64
1732980480.000,64.900,64
1732980480.000,64.915,64
1732980480.000,64.931,64
1732980480.000,64.946,64
1732980480.000,64.962,64
1732980480.000,64.977,64
1732980480.000,64.992,64
1732980480.000,65.008,64
1732980480.000,65.023,64
1732980480.000,65.039,64
1732980480.000,65.054,64
1732980480.000,65.069,64
1732980480.000,65.085,64
1732980480.000,65.100,64
1732980480.000,65.115,64
1732980480.000,65.131,64
1732980480.000,65.146,64
1732980480.000,65.162,64
1732980480.000,65.177,64
1732980480.000,65.192,64
1732980480.000,65.208,64
1732980480.000,65.223,64
1732980480.000,65.238,64
1732980480.000,65.254,64
1732980480.000,65.269,64
1732980480.000,65.284,64
1732980480.000,65.300,64
1732980480.000,65.315,64
1732980480.000,65.330,64
1732980480.000,65.345,64
1732980480.000,65.361,64
1732980480.000,65.376,64
